JCR-2752, bcfd0e6ed6d358465136eff94e12270c965d356d/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/RepositoryImpl.java
JCR-3234, 19d41975dbd28b9f72250db2de7f2a201e2db09f/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/stats/QueryStatImpl.java
JCR-228, 28a03d348494502a9ffd48ea65eead51c9c3f880/contrib/jcr-rmi/src/java/org/apache/jackrabbit/rmi/server/ServerWorkspace.java
JCR-228, 28a03d348494502a9ffd48ea65eead51c9c3f880/contrib/jcr-rmi/src/java/org/apache/jackrabbit/rmi/client/ClientWorkspace.java
JCR-426, c9648e387cdedd9edff96774acc56915e9130f21/jackrabbit/src/main/java/org/apache/jackrabbit/core/RepositoryImpl.java
JCR-265, 77dde309bf11cef708f4938c2b1477f788b45a51/src/java/org/apache/jackrabbit/core/query/lucene/SearchIndex.java
JCR-265, 77dde309bf11cef708f4938c2b1477f788b45a51/src/java/org/apache/jackrabbit/core/query/lucene/NodeIndexer.java
JCR-265, 77dde309bf11cef708f4938c2b1477f788b45a51/src/java/org/apache/jackrabbit/core/query/TextFilterService.java
JCR-265, 77dde309bf11cef708f4938c2b1477f788b45a51/src/java/org/apache/jackrabbit/core/query/TextFilter.java
JCR-9, 4b2766c1c2d8169092044846bf16be8d438efd66/src/java/org/apache/jackrabbit/core/version/VersionImpl.java
JCR-9, 4b2766c1c2d8169092044846bf16be8d438efd66/src/java/org/apache/jackrabbit/core/version/VersionHistoryImpl.java
JCR-778, 3af94fb7df1ada3bb89c238ec097233416400458/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/Recovery.java
JCR-778, 3af94fb7df1ada3bb89c238ec097233416400458/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/MultiIndex.java
JCR-778, 3af94fb7df1ada3bb89c238ec097233416400458/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/IndexMerger.java
JCR-1744, dee11880d1b914b2be27371a6819d18501b09a57/jackrabbit-webdav/src/main/java/org/apache/jackrabbit/webdav/MultiStatusResponse.java
JCR-231, 6abb44dfce20c9b29315500582d152ff11dd745d/contrib/jcr-rmi/src/java/org/apache/jackrabbit/rmi/server/ServerQueryResult.java
JCR-231, 6abb44dfce20c9b29315500582d152ff11dd745d/contrib/jcr-rmi/src/java/org/apache/jackrabbit/rmi/server/ServerObject.java
JCR-231, 6abb44dfce20c9b29315500582d152ff11dd745d/contrib/jcr-rmi/src/java/org/apache/jackrabbit/rmi/server/ServerAdapterFactory.java
JCR-259, 829f844eb3aa5eec07845264a066fc446748de32/src/java/org/apache/jackrabbit/core/query/xpath/XPathQueryBuilder.java
JCR-259, 829f844eb3aa5eec07845264a066fc446748de32/src/java/org/apache/jackrabbit/core/query/RelationQueryNode.java
JCR-2466, fd8c0983f77bb6e0f48f58f058cf7fb5e63d42c1/jackrabbit-jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/version/VersionManagerImpl.java
JCR-1766, c866aad34920c4c4ebee91dab1db3bf524d875b7/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/persistence/bundle/util/BundleBinding.java
JCR-778, 3af94fb7df1ada3bb89c238ec097233416400458/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/Recovery.java
JCR-778, 3af94fb7df1ada3bb89c238ec097233416400458/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/MultiIndex.java
JCR-778, 3af94fb7df1ada3bb89c238ec097233416400458/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/IndexMerger.java
JCR-814, 676fbd4fd39fecff7d6bcd8c2e49f55e734afd81/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/persistence/bundle/BundleDbPersistenceManager.java
JCR-814, fd0167b463d933056f69d1abbaac66de969e507e/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/persistence/bundle/OraclePersistenceManager.java
JCR-814, fd0167b463d933056f69d1abbaac66de969e507e/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/persistence/bundle/BundleDbPersistenceManager.java
JCR-3111, b3270a98fcddfd49bba89c7df728ff05ebd791f4/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/version/InternalVersionManagerBase.java
JCR-3111, b3270a98fcddfd49bba89c7df728ff05ebd791f4/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/VersionManagerImpl.java
JCR-1599, eed8aa4a7c31e79166bece0a48fc3b6a4adf8fe0/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/LuceneQueryBuilder.java
JCR-1599, eed8aa4a7c31e79166bece0a48fc3b6a4adf8fe0/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/JQOM2LuceneQueryBuilder.java
JCR-1197, a70eb72984f0fb5ae8cb202ecced7b2ec802780e/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/state/LocalItemStateManager.java
JCR-1197, 5fdf82d52f83508610d92ea48dae9a581aa4f2c1/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/state/LocalItemStateManager.java
JCR-3036, 2411ab2005e17396254868ca082e692957fe0096/jackrabbit-webdav/src/main/java/org/apache/jackrabbit/webdav/server/AbstractWebdavServlet.java
JCR-3036, 2411ab2005e17396254868ca082e692957fe0096/jackrabbit-jcr-server/src/main/java/org/apache/jackrabbit/webdav/simple/SimpleWebdavServlet.java
JCR-3036, 2411ab2005e17396254868ca082e692957fe0096/jackrabbit-jcr-server/src/main/java/org/apache/jackrabbit/webdav/jcr/JCRWebdavServerServlet.java
JCR-1800, 35a64172d8da7fc7cc1663f71fba95e254963f10/jackrabbit-jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/lock/LockManagerImpl.java
